Transformation-rotation (34),Geometry-line-2 (10),Series-Arithmetic (43),Geometry-Diagonals (22),Transformation-axialsymmetry-vertical (27),Geometry-Midpoint (19),Geometry-Convexity (9),Geometry-line-3 (11),Geometry-Proportion1-3 (21),Geometry-Parallelogram (25),Geometry-Proportions (39),Topology-Inside-Outside (4),Geometry-Rightangle-3 (15),Geometry-Equilateraltriangle (20),Geometry-Parallels-2 (40),Geometry-Chirality-1- (38),Geometry-axialsymmetry-vertical- (28),Geometry-Rightangle-1 (13),Geometry-Circle-2- (18),Transformation-axialsymmetry-horizontal (33),Transformation-axialsymmetry-mixed (35),Geometry-Distance (16),Topology-Holes (3),Geometry-Chirality-4 (44),Topology-Closure (5),Transformation-homothety (36),Geometry-Parallels-1- (37),Geometry-Trapezoid (26),Geometry-Chirality-3 (42),Geometry-line-1 (8),Geometry-Rectangle (24),Geometry-Square (23),Geometry-axialsymmetry-randomaxis (30),Transformation-translation (31),Geometry-Rightangle-2 (14),Topology-Connexity (6),Geometry-axialsymmetry-horizontal (29),Topology-Belongsto (7),Geometry-Quadrilateral (12),Geometry-Chirality-2 (41),Series-Geometric (45),Transformation-pointsymmetry (32)
"('directions', 'orientation')","('line', 'curved')","('space', 'distances')","('sharper', 'shape')","('parallel', 'mirror')","('line', 'middle')","('dent', 'c')","('dot', 'segment')","('end', 'edge')","('trapezoid', 'one')","('triangles', 'triangle')","('dot', 'outside')","('line', 'instead')","('triangle', 'equilateral')","('parallel', 'parallel')","('circle', 'facing')","('offset', 'reflection')","('triangle', 'right')","('white', 'circle')","('triangles', 'shapes')","('parallel', 'shapes')","('line', 'father')","('space', 'hole')","('longer', 'different')","('perimeter', 'shape')","('arent', 'different')","('parallel', 'lines')","('parallel', 'least')","('longer', 'image')","('straight', 'straight')","('perimeter', 'angle')","('rectangle', 'square')","('shapesshapes', 'reflection')","('triangle', 'direction')","('lines', 'perpendicular')","('shapes', 'instead')","('center', 'line')","('dot', 'dot')","('quadrilateral', 'four')","('black', 'reflected')","('3rd', 'evenly')","('sides', 'side')"
"('directions', 'rotation')","('line', 'line')","('space', 'apart')","('angles', 'shape')","('parallel', 'images')","('line', 'line')","('dent', 'shape')","('lined', 'circle')","('end', 'line')","('trapezoid', 'side')","('triangles', 'small')","('dot', 'shape')","('bisect', 'perpendicular')","('triangle', 'triangle')","('parallel', 'slanted')","('circle', 'direction')","('lined', 'line')","('triangle', 'triangle')","('dot', 'dot')","('triangles', 'reflected')","('parallel', 'reflected')","('line', 'away')","('space', 'shape')","('longer', 'orientation')","('perimeter', 'isnt')","('arent', 'orientation')","('parallel', 'parallel')","('parallel', 'parallel')","('longer', 'flipped')","('straight', 'line')","('perimeter', 'different')","('square', 'square')","('shapesshapes', 'easily')","('triangle', 'theyre')","('dont', 'perpendicular')","('shapes', 'one')","('center', 'reflection')","('dot', 'line')","('quadrilateral', 'sides')","('black', 'image')","('3rd', 'split')","('sides', 'second')"
"('triangles', 'shapes')","('curved', 'curved')","('3rd', 'dots')","('shape', 'dot')","('mirror', 'mirror')","('dot', 'circle')","('dent', 'rather')","('lined', 'line')","('line', 'dot')","('instead', 'longer')","('large', 'shapes')","('outside', 'dot')","('bisect', 'instead')","('equilateral', 'taller')","('parallel', 'lines')","('circle', 'reflected')","('lined', 'reflection')","('right', 'right')","('dot', 'center')","('parallel', 'shapes')","('mirror', 'shapes')","('dot', 'dot')","('shape', 'complete')","('line', 'different')","('perimeter', 'closed')","('parallel', 'triangles')","('lines', 'lines')","('bases', 'parallelogram')","('line', 'image')","('straight', 'instead')","('sharper', 'shape')","('rectangle', 'square')","('shapesshapes', 'mirrored')","('triangle', 'pointing')","('cross', 'perpendicular')","('two', '2')","('made', 'less')","('attached', 'dot')","('quadrilateral', 'three')","('circle', 'reflected')","('dot', 'dots')","('sides', 'triangle')"
"('triangles', 'pointing')","('curved', 'line')","('3rd', 'equal')","('shape', 'placement')","('mirror', 'images')","('dot', 'center')","('dent', 'solid')","('lined', 'segment')","('line', 'closer')","('instead', 'one')","('large', 'greater')","('outside', 'outside')","('longer', 'perpendicular')","('equilateral', 'height')","('lines', 'parallel')","('circle', 'image')","('middle', 'line')","('right', 'angle')","('dot', 'circle')","('parallel', 'reflected')","('mirror', 'reflected')","('dot', 'line')","('shape', 'hole')","('line', 'orientation')","('connect', 'shape')","('parallel', 'different')","('lines', 'parallel')","('1', 'parallelogram')","('line', 'flipped')","('straight', 'curved')","('sharper', 'angle')","('square', 'square')","('center', 'easy')","('parallel', 'direction')","('right', 'perpendicular')","('two', 'shapes')","('made', 'symmetrical')","('attached', 'line')","('quadrilateral', 'sides')","('circle', 'image')","('dot', 'evenly')","('sides', 'facing')"
"('triangles', 'direction')","('line', 'curved')","('3rd', 'distances')","('sharper', 'dot')","('image', 'mirror')","('dot', 'line')","('dent', 'shape')","('end', 'circle')","('line', 'edge')","('instead', 'side')","('large', 'change')","('outside', 'shape')","('longer', 'instead')","('triangle', 'taller')","('lines', 'slanted')","('circle', 'rotated')","('middle', 'reflection')","('triangle', 'right')","('center', 'dot')","('instead', 'shapes')","('image', 'shapes')","('far', 'dot')","('shape', 'shape')","('two', 'reflected')","('connect', 'isnt')","('parallel', 'orientation')","('arent', 'lines')","('2', 'parallelogram')","('two', 'reflected')","('line', 'straight')","('sharper', 'different')","('rectangle', 'rectangle')","('center', 'line')","('parallel', 'theyre')","('angles', 'perpendicular')","('two', '1')","('shapesshapes', 'less')","('line', 'dot')","('quadrilateral', 'triangle')","('opposite', 'reflected')","('dot', 'split')","('sides', 'dot')"
"('face', 'shapes')","('line', 'line')","('3rd', 'apart')","('sharper', 'placement')","('image', 'images')","('doesnt', 'circle')","('shape', 'c')","('end', 'line')","('line', 'line')","('parallelagram', 'longer')","('large', 'size')","('shape', 'dot')","('line', 'perpendicular')","('triangle', 'height')","('lines', 'lines')","('opposite', 'facing')","('pattern', 'less')","('triangle', 'angle')","('center', 'center')","('instead', 'reflected')","('image', 'reflected')","('far', 'line')","('empty', 'solid')","('two', 'image')","('connect', 'closed')","('triangles', 'different')","('arent', 'parallel')","('trapezoid', 'parallelogram')","('two', 'image')","('line', 'line')","('angles', 'shape')","('rectangle', 'square')","('center', 'reflection')","('parallel', 'pointing')","('lines', 'angle')","('shapes', '2')","('shapesshapes', 'symmetrical')","('line', 'line')","('quadrilateral', 'number')","('opposite', 'image')","('instead', 'dots')","('parallel', 'flat')"
"('face', 'pointing')","('curved', 'curve')","('4th', 'dots')","('angles', 'dot')","('triangles', 'rotation')","('doesnt', 'center')","('shape', 'shape')","('end', 'segment')","('dot', 'dot')","('parallelagram', 'one')","('size', 'shapes')","('shape', 'outside')","('line', 'instead')","('equilateral', 'shape')","('parallel', 'parallel')","('opposite', 'direction')","('pattern', 'symmetrical')","('right', 'angle')","('center', 'circle')","('mirror', 'shapes')","('triangles', 'rotation')","('away', 'dot')","('empty', 'black')","('two', 'rotated')","('perimeter', 'openended')","('triangles', 'placement')","('parallel', 'lines')","('arent', 'parallelogram')","('short', 'reflected')","('line', 'instead')","('angles', 'angle')","('square', 'rectangle')","('center', 'easily')","('triangle', 'alignment')","('lines', 'lines')","('shapes', 'shapes')","('center', 'less')","('black', 'dot')","('quadrilateral', 'angles')","('side', 'reflected')","('instead', 'evenly')","('parallel', 'side')"
"('face', 'direction')","('line', 'curve')","('4th', 'equal')","('angles', 'placement')","('triangles', 'triangle')","('doesnt', 'line')","('shape', 'rather')","('line', 'circle')","('dot', 'closer')","('parallelagram', 'side')","('size', 'greater')","('shape', 'shape')","('right', 'perpendicular')","('equilateral', 'different')","('parallel', 'lines')","('opposite', 'reflected')","('shapesshapes', 'less')","('right', 'large')","('circle', 'dot')","('mirror', 'reflected')","('triangles', 'triangle')","('away', 'line')","('space', 'solid')","('short', 'reflected')","('perimeter', 'shape')","('triangles', '2')","('parallel', 'parallel')","('parallel', 'parallelogram')","('short', 'image')","('line', 'curved')","('angles', 'different')","('square', 'square')","('center', 'mirrored')","('triangle', 'shape')","('dont', 'angle')","('shapes', '1')","('center', 'symmetrical')","('black', 'line')","('quadrilateral', 'triangle')","('side', 'image')","('instead', 'split')","('parallel', 'second')"
"('opposite', 'shapes')","('curved', 'line')","('4th', 'distances')","('shape', 'weird')","('parallel', 'rotation')","('bisect', 'circle')","('shape', 'solid')","('line', 'line')","('dot', 'line')","('trapezoid', 'trapezoid')","('size', 'change')","('dot', 'dot')","('right', 'instead')","('triangle', 'shape')","('lines', 'parallel')","('opposite', 'image')","('shapesshapes', 'symmetrical')","('triangle', 'angle')","('circle', 'center')","('image', 'shapes')","('parallel', 'rotation')","('line', 'dot')","('space', 'black')","('short', 'image')","('connect', 'openended')","('triangles', 'triangles')","('lines', 'parallel')","('bases', 'wider')","('lines', 'reflected')","('straight', 'straight')","('perimeter', 'diamond')","('rectangle', 'different')","('made', 'less')","('parallel', 'alignment')","('dont', 'lines')","('two', 'two')","('made', 'symmetrical')","('dot', 'dot')","('quadrilateral', '4')","('line', 'reflected')","('1st', 'dots')","('parallel', 'triangle')"
"('opposite', 'pointing')","('curved', 'curved')","('4th', 'apart')","('sharper', 'weird')","('parallel', 'triangle')","('bisect', 'center')","('shape', 'shape')","('line', 'segment')","('dot', 'end')","('instead', 'trapezoid')","('size', 'size')","('dot', 'inside')","('angle', 'perpendicular')","('triangle', 'different')","('lines', 'lines')","('opposite', 'rotated')","('offset', 'less')","('triangle', 'large')","('circle', 'circle')","('image', 'reflected')","('parallel', 'triangle')","('line', 'line')","('shape', 'solid')","('short', 'rotated')","('connect', 'shape')","('arent', 'different')","('lines', 'lines')","('bases', 'one')","('lines', 'image')","('straight', 'line')","('perimeter', 'shape')","('rectangle', 'shape')","('made', 'symmetrical')","('parallel', 'shape')","('cross', 'angle')","('two', 'different')","('shapesshapes', 'symmetrical')","('dot', 'line')","('quadrilateral', 'sides')","('line', 'image')","('1st', 'evenly')","('parallel', 'facing')"
"('opposite', 'direction')","('curved', 'straight')","('dot', 'dots')","('angles', 'weird')","('mirror', 'rotation')","('bisect', 'line')","('dent', 'less')","('dot', 'dot')","('dot', 'proportion')","('parallelagram', 'trapezoid')","('difference', 'shapes')","('dot', 'line')","('angle', 'instead')","('equilateral', 'sides')","('parallel', 'parallel')","('side', 'facing')","('offset', 'symmetrical')","('right', 'angle')","('white', 'white')","('triangles', 'angle')","('mirror', 'rotation')","('dot', 'location')","('shape', 'black')","('lines', 'reflected')","('perimeter', 'curve')","('arent', 'placement')","('arent', 'parallel')","('bases', 'side')","('opposite', 'reflected')","('line', 'straight')","('sharper', 'diamond')","('square', 'different')","('shapesshapes', 'less')","('triangle', 'different')","('cross', 'lines')","('two', 'shapes')","('center', 'symmetrical')","('attached', 'dot')","('quadrilateral', 'three')","('black', 'circle')","('1st', 'split')","('parallel', 'dot')"
"('directions', 'shapes')","('line', 'line')","('dot', 'equal')","('shape', 'dot')","('mirror', 'triangle')","('line', 'circle')","('dent', 'cohesive')","('dot', 'centered')","('dot', 'length')","('trapezoid', 'parallelogram')","('difference', 'greater')","('outside', 'dot')","('center', 'different')","('equilateral', 'length')","('lines', 'parallel')","('side', 'direction')","('lined', 'less')","('right', 'obtuse')","('white', 'dot')","('triangles', 'triangles')","('mirror', 'triangle')","('dot', 'dot')","('empty', 'space')","('lines', 'image')","('connect', 'curve')","('arent', '2')","('arent', 'lines')","('1', 'wider')","('opposite', 'image')","('line', 'line')","('sharper', 'shape')","('square', 'shape')","('shapesshapes', 'symmetrical')","('triangle', 'orientation')","('right', 'angle')","('shapes', 'two')","('made', 'symmetric')","('attached', 'line')","('quadrilateral', 'sides')","('black', 'facing')","('2nd', 'dots')","('triangle', 'triangles')"
"('directions', 'pointing')","('line', 'curved')","('dot', 'distances')","('shape', 'shorter')","('image', 'rotation')","('line', 'center')","('dent', 'shape')","('dot', 'line')","('closer', 'dot')","('instead', 'parallelogram')","('difference', 'change')","('outside', 'inside')","('center', 'angle')","('triangle', 'sides')","('parallel', 'lines')","('side', 'reflected')","('lined', 'symmetrical')","('triangle', 'angle')","('white', 'centered')","('parallel', 'angle')","('image', 'rotation')","('far', 'location')","('empty', 'middle')","('lines', 'rotated')","('perimeter', 'shape')","('arent', 'triangles')","('parallel', 'parallel')","('1', 'one')","('side', 'reflected')","('straight', 'straight')","('angles', 'diamond')","('rectangle', 'square')","('center', 'less')","('parallel', 'different')","('right', 'lines')","('shapes', 'different')","('shapesshapes', 'symmetric')","('line', 'dot')","('quadrilateral', 'three')","('black', 'left')","('2nd', 'evenly')","('triangle', 'pointing')"
"('directions', 'direction')","('line', 'straight')","('dot', 'apart')","('shape', 'base')","('image', 'triangle')","('line', 'line')","('shape', 'less')","('lined', 'dot')","('closer', 'closer')","('parallelagram', 'parallelogram')","('difference', 'size')","('outside', 'line')","('center', 'small')","('triangle', 'length')","('parallel', 'parallel')","('side', 'image')","('middle', 'less')","('triangle', 'obtuse')","('dot', 'white')","('parallel', 'triangles')","('image', 'triangle')","('far', 'dot')","('space', 'space')","('opposite', 'reflected')","('perimeter', 'closed')","('parallel', 'different')","('parallel', 'lines')","('1', 'side')","('side', 'image')","('straight', 'line')","('angles', 'shape')","('square', 'square')","('center', 'symmetrical')","('parallel', 'orientation')","('angles', 'angle')","('shapes', 'shapes')","('center', 'symmetric')","('line', 'line')","('quadrilateral', 'sides')","('circle', 'circle')","('2nd', 'split')","('triangle', 'direction')"
"('triangles', 'different')","('curved', 'curved')","('space', 'dot')","('shape', 'trapezoid')","('triangles', 'symmetrical')","('dot', 'dot')","('shape', 'cohesive')","('lined', 'centered')","('closer', 'line')","('trapezoid', 'sets')","('triangles', 'shapes')","('shape', 'dot')","('center', 'line')","('equilateral', 'thcik')","('lines', 'lines')","('side', 'rotated')","('middle', 'symmetrical')","('right', 'different')","('dot', 'dot')","('instead', 'angle')","('triangles', 'symmetrical')","('away', 'location')","('space', 'middle')","('opposite', 'image')","('connect', 'shape')","('parallel', 'placement')","('lines', 'parrellel')","('2', 'wider')","('longer', 'reflected')","('line', 'straight')","('perimeter', 'symmetric')","('rectangle', 'square')","('made', 'symmetrical')","('triangle', 'shapes')","('angles', 'lines')","('two', 'two')","('made', 'asymmetrical')","('black', 'dot')","('quadrilateral', 'triangle')","('circle', 'facing')","('large', 'groups')","('sides', 'triangles')"
"('triangles', 'shape')","('curved', 'shape')","('space', 'away')","('sharper', 'dot')","('parallel', 'symmetrical')","('dot', 'centered')","('shape', 'shape')","('lined', 'line')","('closer', 'end')","('trapezoid', 'sides')","('triangles', 'greater')","('shape', 'inside')","('line', 'different')","('triangle', 'thcik')","('lines', 'parallel')","('black', 'facing')","('pattern', 'symmetrical')","('right', 'type')","('dot', 'centered')","('instead', 'triangles')","('parallel', 'symmetrical')","('away', 'dot')","('shape', 'space')","('opposite', 'rotated')","('connect', 'closed')","('parallel', '2')","('arent', 'parrellel')","('2', 'one')","('longer', 'image')","('line', 'line')","('perimeter', 'shape')","('square', 'square')","('shapesshapes', 'symmetrical')","('triangle', 'oriented')","('lines', 'right')","('two', 'parts')","('shapesshapes', 'asymmetrical')","('black', 'line')","('quadrilateral', 'triangle')","('circle', 'left')","('large', 'two')","('sides', 'pointing')"
"('face', 'different')","('line', 'curved')","('3rd', 'dot')","('sharper', 'shorter')","('mirror', 'symmetrical')","('doesnt', 'dot')","('dent', 'shape')","('end', 'dot')","('closer', 'proportion')","('trapezoid', 'dont')","('triangles', 'change')","('shape', 'line')","('line', 'angle')","('equilateral', 'different')","('parallel', 'parallel')","('black', 'direction')","('shapesshapes', 'symmetrical')","('right', 'triangle')","('center', 'white')","('mirror', 'angle')","('mirror', 'symmetrical')","('line', 'location')","('shape', 'middle')","('side', 'reflected')","('perimeter', 'incomplete')","('parallel', 'triangles')","('parallel', 'parrellel')","('2', 'side')","('line', 'reflected')","('straight', 'line')","('sharper', 'symmetric')","('rectangle', 'nonsquare')","('center', 'symmetrical')","('triangle', 'different')","('lines', 'angle')","('shapes', 'two')","('center', 'asymmetrical')","('dot', 'dot')","('quadrilateral', 'triangle')","('opposite', 'circle')","('large', 'dots')","('sides', 'direction')"
"('face', 'shape')","('line', 'shape')","('3rd', 'away')","('sharper', 'base')","('image', 'symmetrical')","('doesnt', 'centered')","('dent', 'little')","('end', 'centered')","('closer', 'length')","('trapezoid', 'equal')","('triangles', 'size')","('dot', 'dot')","('line', 'small')","('equilateral', 'kind')","('lines', 'parallel')","('black', 'reflected')","('offset', 'symmetrical')","('triangle', 'different')","('center', 'dot')","('mirror', 'triangles')","('image', 'symmetrical')","('line', 'dot')","('empty', 'hole')","('side', 'image')","('connect', 'incomplete')","('triangles', 'facing')","('lines', 'lines')","('trapezoid', 'wider')","('line', 'image')","('straight', 'curved')","('sharper', 'shape')","('square', 'nonsquare')","('made', 'symmetric')","('triangle', 'direction')","('lines', 'created')","('shapes', 'parts')","('made', 'symmetrical')","('dot', 'line')","('quadrilateral', 'foursided')","('opposite', 'facing')","('large', 'rather')","('parallel', 'triangles')"
