subq_label,subjCode,response,response_noStopWords,count_wordsNounAdjAdvNum,count_wordsNounAdjAdvNum_noStop
Topology-Holes (3),gvi_engDescr_133,has an interior cutout,interior cutout,"4, 2, 0, 0, 0","2, 2, 0, 0, 0"
Topology-Holes (3),oddOneOut_101_test8,has a white spot,white spot,"4, 1, 1, 0, 0","2, 1, 1, 0, 0"
Topology-Holes (3),gvi_engDescr_114,hole in the middle of the shape,hole middle shape,"7, 3, 0, 0, 0","3, 3, 0, 0, 0"
Topology-Holes (3),gvi_engDescr_117,a hole in the shape,hole shape,"5, 2, 0, 0, 0","2, 2, 0, 0, 0"
Topology-Holes (3),gvi_engDescr_120,Hole in middle of shape,hole middle shape,"5, 2, 0, 0, 0","3, 3, 0, 0, 0"
Topology-Holes (3),gvi_engDescr_122,Whole in the shape,whole shape,"4, 1, 0, 0, 0","2, 1, 1, 0, 0"
Topology-Holes (3),gvi_engDescr_126,hole in shape,hole shape,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
Topology-Holes (3),gvi_engDescr_131,the color,color,"2, 1, 0, 0, 0","1, 1, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_113,Dot is outside of shape,dot outside shape,"5, 1, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_119,dot outside shape,dot outside shape,"3, 2, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_123,Dot outside of shape,dot outside shape,"4, 2, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_128,dot not inside line,dot inside line,"4, 2, 0, 2, 0","3, 2, 0, 1, 0"
Topology-Inside-Outside (4),gvi_engDescr_132,Dot outside shape,dot outside shape,"3, 1, 1, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_112,dot is outside the curve,dot outside curve,"5, 2, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_118,dot located outside borders,dot located outside borders,"4, 2, 0, 0, 0","4, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_124,dot on outside,dot outside,"3, 2, 0, 0, 0","2, 1, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_127,Dot outside of shape,dot outside shape,"4, 2, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_130,dot outside shape,dot outside shape,"3, 2, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_115,Position of dot,position dot,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_116,dot outside of figure,dot outside figure,"4, 1, 1, 0, 0","3, 1, 2, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_121,Dot on the outside of shape,dot outside shape,"6, 2, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_125,the dot is outside the shape,dot outside shape,"6, 2, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_129,dot outside,dot outside,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_133,"circle on outside, not inside",circle outside inside,"5, 2, 0, 1, 0","3, 1, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_114,The black dot is not contained within the shape,black dot contained within shape,"9, 2, 1, 1, 0","5, 2, 1, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_117,the dot is outside the shape,dot outside shape,"6, 2, 0, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_120,The dot is not inside the shape like in the others.,dot inside shape like others,"11, 3, 0, 1, 0","5, 3, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_122,Dot is outside of figure,dot outside figure,"5, 1, 0, 0, 0","3, 1, 2, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_126,dot outside of shape,dot outside shape,"4, 1, 1, 0, 0","3, 2, 0, 0, 0"
Topology-Inside-Outside (4),gvi_engDescr_131,position,position,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_113,Perimeter does not connect,perimeter connect,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_119,shape not complete,shape complete,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Topology-Closure (5),gvi_engDescr_123,Lines not connected; not a shape,lines connected shape,"6, 2, 0, 2, 0","3, 2, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_128,Shape is not closed,shape closed,"4, 1, 0, 1, 0","2, 1, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_132,Open-ended shape,openended shape,"2, 1, 1, 0, 0","2, 1, 0, 0, 0"
Topology-Closure (5),oddOneOut_102,open,open,"1, 0, 1, 0, 0","1, 0, 1, 0, 0"
Topology-Closure (5),oddOneOut_101,has an open while the rest do not,open rest,"8, 1, 1, 1, 0","2, 1, 1, 0, 0"
Topology-Closure (5),gvi_engDescr_112,it is only a curve,curve,"5, 1, 0, 1, 0","1, 1, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_118,shape not closed,shape closed,"3, 1, 0, 1, 0","2, 1, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_124,incomplete,incomplete,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_127,Not closed,closed,"2, 0, 0, 1, 0","1, 0, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_130,not continuous,continuous,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Topology-Closure (5),gvi_engDescr_111,the shape is open,shape open,"4, 1, 1, 0, 0","2, 1, 1, 0, 0"
Topology-Closure (5),gvi_engDescr_115,Disconnected,disconnected,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_116,incomplete figure,incomplete figure,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Topology-Closure (5),gvi_engDescr_121,does not form a closed shape,form closed shape,"6, 1, 1, 1, 0","3, 2, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_125,just a line not a shape,line shape,"6, 2, 0, 2, 0","2, 2, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_129,not complete,complete,"2, 0, 1, 1, 0","1, 0, 1, 0, 0"
Topology-Closure (5),gvi_engDescr_133,not an enclosed shape,enclosed shape,"4, 1, 1, 1, 0","2, 1, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_114,The shape is not completely closed. It has an opening,shape completely closed opening,"10, 2, 0, 2, 0","4, 2, 0, 1, 0"
Topology-Closure (5),gvi_engDescr_117,the line does not connect,line connect,"5, 1, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_120,shape is not complete,shape complete,"4, 1, 1, 1, 0","2, 1, 1, 0, 0"
Topology-Closure (5),gvi_engDescr_122,opening in the shape,opening shape,"4, 2, 0, 0, 0","2, 2, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_126,lines do not connect,lines connect,"4, 1, 0, 1, 0","2, 1, 0, 0, 0"
Topology-Closure (5),gvi_engDescr_131,not in a whole shape,whole shape,"5, 1, 1, 1, 0","2, 1, 1, 0, 0"
Topology-Connexity (6),gvi_engDescr_113,Two shapes,two shapes,"2, 1, 0, 0, 1","2, 1, 0, 0, 1"
Topology-Connexity (6),gvi_engDescr_119,2 shapes,2 shapes,"2, 1, 0, 0, 1","2, 1, 0, 0, 1"
Topology-Connexity (6),gvi_engDescr_123,Two shapes instead of one,two shapes instead one,"5, 1, 0, 1, 2","4, 1, 0, 1, 2"
Topology-Connexity (6),gvi_engDescr_128,2 shapes not 1,2 shapes 1,"4, 1, 0, 1, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_132,Two different shapes,two different shapes,"3, 1, 1, 0, 1","3, 1, 1, 0, 1"
Topology-Connexity (6),gvi_engDescr_112,there are two parts,two parts,"4, 1, 0, 0, 1","2, 1, 0, 0, 1"
Topology-Connexity (6),gvi_engDescr_118,"two shapes, not one",two shapes one,"4, 1, 0, 1, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_124,has two parts,two parts,"3, 1, 0, 0, 1","2, 1, 0, 0, 1"
Topology-Connexity (6),gvi_engDescr_127,two pieces not 1,two pieces 1,"4, 1, 0, 1, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_130,two shapes not one,two shapes one,"4, 1, 0, 1, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_115,Disconnected,disconnected,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Topology-Connexity (6),gvi_engDescr_116,two shapes not one,two shapes one,"4, 1, 0, 1, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_121,two shapes,two shapes,"2, 1, 0, 0, 1","2, 1, 0, 0, 1"
Topology-Connexity (6),gvi_engDescr_125,there two shapes,two shapes,"3, 1, 0, 1, 1","2, 1, 0, 0, 1"
Topology-Connexity (6),gvi_engDescr_129,two,two,"1, 0, 0, 0, 1","1, 0, 0, 0, 1"
Topology-Connexity (6),gvi_engDescr_133,"has two shapes, not one",two shapes one,"5, 1, 0, 1, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_109,two shapes not just one,two shapes one,"5, 1, 0, 2, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_114,Two shapes,two shapes,"2, 1, 0, 0, 1","2, 1, 0, 0, 1"
Topology-Connexity (6),gvi_engDescr_117,two shapes instead of one,two shapes instead one,"5, 1, 0, 1, 2","4, 1, 0, 1, 2"
Topology-Connexity (6),gvi_engDescr_120,There are two shapes rather than just one.,two shapes rather one,"8, 1, 0, 2, 2","4, 1, 0, 1, 2"
Topology-Connexity (6),gvi_engDescr_122,Two figures not one,two figures one,"4, 1, 0, 1, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_126,"two shapes, not one",two shapes one,"4, 1, 0, 1, 2","3, 1, 0, 0, 2"
Topology-Connexity (6),gvi_engDescr_131,separated,separated,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_113,Black dot not attached to line,black dot attached line,"6, 2, 0, 1, 0","4, 2, 1, 0, 0"
Topology-Belongsto (7),gvi_engDescr_119,dot not on line,dot line,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_123,Dot off of line,dot line,"4, 1, 0, 0, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_128,dot not on line,dot line,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_132,Dot not on line,dot line,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_112,dot is not on the line,dot line,"6, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_118,dot is not placed on line,dot placed line,"6, 2, 0, 1, 0","3, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_124,dot is off of it,dot,"5, 1, 0, 0, 0","1, 1, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_127,Dot not on line,dot line,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_130,dot not on line,dot line,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_115,Position of dot,position dot,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_116,dot not on line,dot line,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_121,dot not on the line,dot line,"5, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_125,the dot is not on the line,dot line,"7, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_129,not along the line,along line,"4, 1, 0, 1, 0","2, 1, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_133,circle not on line,circle line,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_114,The black dot is not on the line,black dot line,"8, 2, 1, 1, 0","3, 2, 1, 0, 0"
Topology-Belongsto (7),gvi_engDescr_117,dot not on the line,dot line,"5, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_120,dot off line,dot line,"3, 1, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_122,Dot not on line,dot line,"4, 1, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_126,dot not on line,dot line,"4, 2, 0, 1, 0","2, 2, 0, 0, 0"
Topology-Belongsto (7),gvi_engDescr_131,point not on the line,point line,"5, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-line-1 (8),gvi_engDescr_113,Straight line,straight line,"2, 1, 0, 0, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_119,straight line,straight line,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_123,"Line straight, not curved",line straight curved,"4, 0, 0, 1, 0","3, 1, 0, 0, 0"
Geometry-line-1 (8),gvi_engDescr_128,Straight line instead of curved,straight line instead curved,"5, 2, 0, 1, 0","4, 1, 0, 2, 0"
Geometry-line-1 (8),gvi_engDescr_132,Straight line,straight line,"2, 1, 0, 0, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_112,straight line,straight line,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_118,line not curved,line curved,"3, 1, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-line-1 (8),gvi_engDescr_124,different shape of line,different shape line,"4, 2, 1, 0, 0","3, 2, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_127,Straight not bent,straight bent,"3, 0, 0, 1, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_130,straight not curvy,straight curvy,"3, 0, 0, 2, 0","2, 1, 0, 1, 0"
Geometry-line-1 (8),gvi_engDescr_115,Non-curved,noncurved,"1, 0, 1, 0, 0","1, 0, 0, 0, 0"
Geometry-line-1 (8),gvi_engDescr_116,straight line,straight line,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_121,straight line,straight line,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_125,the line is straight,line straight,"4, 1, 1, 0, 0","2, 1, 0, 0, 0"
Geometry-line-1 (8),gvi_engDescr_129,straight,straight,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-line-1 (8),gvi_engDescr_133,only straight line,straight line,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_114,Straight line instead of curved,straight line instead curved,"5, 2, 0, 1, 0","4, 1, 0, 2, 0"
Geometry-line-1 (8),gvi_engDescr_117,straight not bent,straight bent,"3, 0, 1, 2, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_120,straight line,straight line,"2, 1, 1, 0, 0","2, 1, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_122,line is straight not curved,line straight curved,"5, 1, 1, 1, 0","3, 1, 0, 0, 0"
Geometry-line-1 (8),gvi_engDescr_126,"straight line, others curved",straight line others curved,"4, 2, 1, 0, 0","4, 2, 1, 0, 0"
Geometry-line-1 (8),gvi_engDescr_131,straight,straight,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_113,Has a dent in the shape,dent shape,"6, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_119,indented shape,indented shape,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_123,Shape has a concave side,shape concave side,"5, 2, 1, 0, 0","3, 2, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_128,C shape rather than solid shape,c shape rather solid shape,"6, 2, 1, 1, 0","5, 2, 2, 1, 0"
Geometry-Convexity (9),gvi_engDescr_132,Less cohesive shape,less cohesive shape,"3, 1, 1, 1, 0","3, 1, 1, 1, 0"
Geometry-Convexity (9),gvi_engDescr_112,the shape is a little weird,shape little weird,"6, 2, 1, 0, 0","3, 2, 1, 0, 0"
Geometry-Convexity (9),gvi_engDescr_118,part of shape's border curving inward,part shapes border curving inward,"6, 5, 0, 0, 0","5, 3, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_124,it is incomplete,incomplete,"3, 0, 1, 0, 0","1, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_127,Has indent,indent,"2, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_130,shape curves in (convex),shape curves convex,"4, 3, 0, 0, 0","3, 2, 0, 0, 0"
Geometry-Convexity (9),oddOneOut_104,not same as others,others,"4, 1, 1, 1, 0","1, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_115,Shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_116,curved,curved,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_121,bent shape,bent shape,"2, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_125,has a side curving inside,side curving inside,"5, 1, 0, 0, 0","3, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_129,gap,gap,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_133,has an inward curve unlike the others,inward curve unlike others,"7, 3, 0, 0, 0","4, 2, 0, 1, 0"
Geometry-Convexity (9),gvi_engDescr_114,More of an oblong and weird shape,oblong weird shape,"7, 1, 3, 0, 0","3, 1, 2, 0, 0"
Geometry-Convexity (9),gvi_engDescr_117,hollow from outside,hollow outside,"3, 1, 1, 0, 0","2, 1, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_120,Curved different,curved different,"2, 0, 1, 0, 0","2, 0, 1, 0, 0"
Geometry-Convexity (9),gvi_engDescr_122,Only crescent shape,crescent shape,"3, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_126,concave feature,concave feature,"2, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Convexity (9),gvi_engDescr_131,shape,shape,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_113,Curved line,curved line,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_119,curved line,curved line,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_123,Line not straight,line straight,"3, 0, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_128,Curved line,curved line,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_132,Curved line,curved line,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_112,curve,curve,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_118,"line is curved, not straight",line curved straight,"5, 1, 1, 1, 0","3, 1, 1, 0, 0"
Geometry-line-2 (10),gvi_engDescr_124,curved shape,curved shape,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_127,Bent line,bent line,"2, 1, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_130,curvy not straight,curvy straight,"3, 1, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_115,Curved,curved,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_116,curved,curved,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_121,curved line,curved line,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_125,the only curve line,curve line,"4, 2, 1, 0, 0","2, 2, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_129,curve,curve,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_133,only curved line,curved line,"3, 1, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_114,Curved line,curved line,"2, 1, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_117,bent not straight,bent straight,"3, 1, 0, 1, 0","2, 1, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_120,Curved,curved,"1, 0, 0, 0, 0","1, 0, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_122,Curved line not straight,curved line straight,"4, 1, 0, 1, 0","3, 2, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_126,"line curved, others not",line curved others,"4, 2, 0, 1, 0","3, 2, 0, 0, 0"
Geometry-line-2 (10),gvi_engDescr_131,not straight line,straight line,"3, 1, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-line-3 (11),gvi_engDescr_113,Dot is not lined up with end of line,dot lined end line,"9, 2, 0, 2, 0","4, 2, 1, 0, 0"
Geometry-line-3 (11),gvi_engDescr_119,dot not parallel,dot parallel,"3, 1, 1, 1, 0","2, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_123,Circle out of line with segment,circle line segment,"6, 2, 0, 0, 0","3, 3, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_128,dot not centered with line,dot centered line,"5, 2, 0, 1, 0","3, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_132,Dot to the side of line,dot side line,"6, 2, 0, 0, 0","3, 2, 1, 0, 0"
Geometry-line-3 (11),gvi_engDescr_107,different line and dot placement,different line dot placement,"5, 3, 1, 0, 0","4, 3, 1, 0, 0"
Geometry-line-3 (11),gvi_engDescr_112,the dot is not on the top of the line,dot top line,"10, 3, 0, 1, 0","3, 1, 1, 1, 0"
Geometry-line-3 (11),gvi_engDescr_118,dot unaligned with line,dot unaligned line,"4, 2, 0, 0, 0","3, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_124,dot is not straight with the line,dot straight line,"7, 2, 1, 1, 0","3, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_127,Dot and line not aligned,dot line aligned,"5, 1, 0, 1, 0","3, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_130,dot not in line with line,dot line line,"6, 3, 0, 1, 0","3, 2, 1, 0, 0"
Geometry-line-3 (11),gvi_engDescr_115,Position of dot,position dot,"3, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_116,dot is out of line,dot line,"5, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_121,Dot unparalleled with the line,dot unparalleled line,"5, 1, 0, 0, 0","3, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_125,the dot  is not on the line,dot line,"7, 2, 0, 1, 0","2, 2, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_129,line on the left,line left,"4, 2, 0, 0, 0","2, 1, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_133,circle is not perfectly aligned with line,circle perfectly aligned line,"7, 2, 0, 2, 0","4, 2, 0, 1, 0"
Geometry-line-3 (11),gvi_engDescr_114,Black dot is not at the end of the line,black dot end line,"10, 3, 0, 1, 0","4, 2, 2, 0, 0"
Geometry-line-3 (11),gvi_engDescr_117,dot away from the line,dot away line,"5, 1, 0, 1, 0","3, 1, 0, 1, 0"
Geometry-line-3 (11),gvi_engDescr_120,dot is not straight out,dot straight,"5, 1, 0, 2, 0","2, 1, 0, 0, 0"
Geometry-line-3 (11),gvi_engDescr_122,Dot is not in line with the line,dot line line,"8, 2, 0, 1, 0","3, 2, 1, 0, 0"
Geometry-line-3 (11),gvi_engDescr_126,dot not at end of line,dot end line,"6, 3, 0, 1, 0","3, 2, 1, 0, 0"
Geometry-line-3 (11),gvi_engDescr_131,position of the spot,position spot,"4, 2, 0, 0, 0","2, 2, 0, 0, 0"
Geometry-Quadrilateral (12),oddOneOut_103,only has three sides,three sides,"4, 1, 0, 1, 1","2, 1, 0, 0, 1"
Geometry-Quadrilateral (12),gvi_engDescr_113,Not a quadrilateral,quadrilateral,"3, 0, 1, 1, 0","1, 0, 1, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_119,triangle,triangle,"1, 1, 0, 0, 0","1, 1, 0, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_123,"Triangular, not quadrangular",triangular quadrangular,"3, 0, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_128,Triangle not quadrilateral,triangle quadrilateral,"3, 0, 1, 1, 0","2, 1, 1, 0, 0"
Geometry-Quadrilateral (12),gvi_engDescr_132,Three sides,three sides,"2, 1, 0, 0, 1","2, 1, 0, 0, 1"
